"stars","Rating","text"
"4.0","Good","My husband loves place, really one my favorites, I go keep peace. Crab claws my favorite never enough bread dip sauce, my other go devil eggs I can't quite figure out what sauce under eggs. you like cheesecake s probably best place go get some good cake. Definitely tourist attraction.

Update: went past Sunday and hands down best Brunch EVER!"
"1.0","Bad","LACK OF INTEGRITY

I ordered long ride shield my GL1500 and I installed bike.  During day shield just OK, night too dark,  shortest windshield too tall and must looked through which problem clear shield LRS only offer ""Light Tint"".  light tint one thing shields dark and only suitable riding during day.

company should re-evaulate term ""Light Tint"".  tint causes safety issue you do any riding night.

I called, spoke ""Brandon"", explained ""light tint"" too dark see through and safe night riding. He understood and said he had similar complaints. I asked I could return he said problem.  I explained him I installed shield and removed plastic film.  He again said problem.  He said fill out return authorization website, I did and return denied, plastic film removed. which earlier Okay ""Brandon"".  I replied back unknown person hiding behind email approved ""Brandon"".  response, just crickets.

lack integrity reason one star rating, unfortunately I able leave star rating

Lack integrity person who denied return without replying back my last email and without looking little more and ""Brandon"" who felt more important lie customer instead being upfront and truthful.

Good ratings travel fast, bad ratings travel faster.

My next order goes Clearview shields.

Brandon you may want read ""7 habits highly effective people""."
"5.0","Good","Very good wings and fried doughnuts. Wish I visiting area longer. Dont remember womans name, she very nice. Order came out quick too."
"2.0","Bad","Mary Pats - very happy service. Food good service inconsistent. great first time horrible/unfriendly/rude second time. makes difficult us go back since definitely worth gamble whether going good mood day  Food expensive and interaction staff limited counter service so unable friendly even those 5 minutes you trying place order definitely worth our business."
"2.0","Bad","General Tao chicken tasteless effort put making .. used cheap rice. only thing good crab raggon!"
"2.0","Bad","First I want start saying facility very nice. apartments and community areas very attractive. have pretty good food restaurant type setting and many activities available.  Parking can difficult many guest spots and spots assigned residents extremely narrow making difficult person who needs use walker other assistance device get vehicle. 
I would also like say most staff great. Most staff treat residents respect and do talk down condescend them. Unfortunately like any where else always exceptions. 
reason I am giving five star, 2 star rating twice, both times evening, I have requested help front desk my friend and were either extremely slow unable offer basic assistance.
first time my friend feeling faint so I went down front desk ask someone could come up and take her blood pressure. I told she independent living were sorry service could perform. I shocked senior facility where residents definition seniors didn't have anyone staff who qualified take simple blood pressure reading. nearly $5000 month you would think would have someone staff capable task. 
second bad experience also happened evening. My home extremely close five star so when my friend called me say she had fallen and could I come over since she having problem getting up, (she didn't feel like she seriously injured nearly 90 you can't careful)  I less than 5 min. When I got her door I realized locked so I quickly used hall phone call front desk and tell them my friend had fallen and I needed someone come up immediately key she floor. I waited over 5 minutes someone bring keys and my husband went down front desk find out what taking so long. When he got down receptionist still desk. Apparently other person break and she waiting someone come take over desk before she came up. I couldn't believe  nearly 90 year old person locked apartment who knew what condition laying floor and she waiting someone come take over front desk before she brought key. Again nearly $5000 month you would think would have someone available respond timely manner what could have been life threatening emergency. 
When she finally got room first thing she did tell my husband he couldn't come  I think she would have attempted ban me apartment also wasn't happening. We entered found my friend floor seriously injured. She immediately started berating my friend having taken off her call button take shower and having all times. She correct my friend should have been wearing her call button my opinion an elderly person floor appropriate time lecture. I called 911 and paramedics arrived apartment quicker than she had arrived front desk. After paramedics left she continued going about emergency alert button. and I also found amazing she told us my friend had pushed her emergency button she would have only waited 5 minutes relief person and someone couldn't get amount time she would have after 5 minutes locked front door and came up see what wrong. Does anyone else think waiting 5 minutes when someone has pushed an emergency alert button makes sense. person feels enough peril need push an emergency alert button situation should treated an emergency. Enough said. I say I find policies concerning and I talking my friends family about situation. Bean bag games and shuttle drivers all well and good policy isn't respond timely manner possibly life threatening situations have person staff capable taking blood pressure reading my opinion really nothing more than an over priced apartment."
"3.0","Average","Let me start just going through specifics I give my opinion. Aesthetically beautiful. Everything about well designed poorly executed. My wife and I arrived about 7pm Saturday night. We were told would 20 minute wait and given buzzer. We were directed wait outside. warm evening I asked we could wait bar. hostess smiled and said course. So we walked around bar,... twice,... and third time. When we did finally locate 2 empty seats and attempted sit down we were instructed those seats were being held friends had arrived yet. So, we went outside. We couldn't find place sit outside. We tried walk down marina find locked gates and lots smokers. I also noticed my buzzer out range. So we went back and trolled bar. Stood and waited someone leave. Finally did get place sit and our buzzer went off. So, went back up hostess get our table. We were seated nice table took 15 minutes before waitress noticed we were  She came and gave us menus, took our drink order and left put those  We looked over menus... Very limited menu. 1 page. list about dozen appetizers. list maybe six very expensive salads. list 8 entrees none which were under 27 dollars. And large list very overpriced burgers and sandwiches. time our waitress came back our drinks. She informed us specials. None which sounded very special. She asked us we were ready order we needed more time. Since I knew my wife struggling finding something I told waitress we needed more time. Big mistake... we didn't see her again 20 minutes. time we saw her again we needed more drink again were also able get our order  I ordered seared scallops. My wife ordered hamburger sliders off appetizer menu. my relief our order came faster than I expecting. Upon reflection I guess I should have seen red flag. My seared scallops... 2 them were perfect, 2 were burnt, 2 were undercooked and 2 were raw. My wife's meal, hamburger sliders... only hamburger meat cooked smelled sour. When our waitress came back ask how our meals were I explained her our issues. She did seem upset about food preparation did insist having manager come speak us. He came about ten minutes. He said he heard we had problem our meal. I went through everything him. He apologized and said he would take care meal. When waitress returned she brought us our check stating manager had indicated her he comping my wife's meal had put bill and give us an equivalent amount off coupon. Which fine. technical sense means we still had pay taxes I did want split hairs. Total bill came 37 dollars dinner 2 although I did have stop way home and get something else my wife eat. 
Now... place beautiful. Nice romantic atmosphere well planned and all ingredients needed wonderful evening. I would liked have seen better menu ( more variety and less emphasis pub food like hamburgers ) and very overpriced. I don't mind paying more meal its worth  Ours definitely fell short. staff adequate. Well trained and freindly seemed almost over staffed and complacent. I honestly think proper management could have done better job fewer people. Yes, were several people wearing staff t-shirt indicating worked literally just stood one place whole time we were and didn't move. were less than 5 hostesses hovering front door tell you could seat you yet. Finally while good sized bar, had 4 bartenders staffing  I have bartended myself before similar sized bar. most we ever used 2 bartenders and 1 barback. 
Anyway... overall I give nice try  
swing and miss. Poor management. 
I probably go back assess things getting better sake potential improve."
"5.0","Good","I've had rough time finding great stylist color my hair correctly. I have curly hair and s easiest work  Adrienne worked her magic my hair and I can finally stop looking!! She absolutely amazing and her skills top notch."
"5.0","Good","My favorite place planet. Nothing out level. Everyone i recommend banana whip"
"5.0","Good","We went Costa Vida last night and I can NOT rave about place enough! were super busy and still had fast, fresh food out time all and customer service NEVER waivered! all worked together like well oiled machine, food absolutely amazing and prices were right point quality food and EXCELLENT customer service we received. Everyone very Covid compliant and even offered eat service well. I think I've already told everyone I've run today talked need go check out Costa Vida haven't already! We sure back! We ordered, double steak burrito, steal enchiladas, and tres leches cake horchata....portions serve made sure we had leftovers today and still super delicious! Honestly, even IF didn't have great food, I'd go back just because customer service. I wish I could remember young ladies name helped us... She had two braids and blue eyes, she about start making my husband's burrito fresh tortilla and even though tortilla she about use seemed fine us, wasn't up standards and she made him fresh one all while helping out other orders, getting people's checks and having smile her face whole time and what I could see, s how ENTIRE staff ... Thanks again Costa Vida amazing service and amazing food!
Graehls"
"5.0","Good","So far do great job. Great value $. Staff friendly and attentive and relatively clean facility. Decent variety equipment and great running track upstairs. Only critique would pool chemical odor sometimes noticiable workout area. Perhaps better ventillation would help."
"1.0","Bad","I've been going Putney's 10 years now. Always had amazing service!! My husband, friends and I tip so well we would have servers fight over who gets take care us. Oh how has changed. Recently we've been served multiple times short blonde girl who slowest, rudest server ever. My sister and I went again tonight (really busy). were five servers and my sister and I sat 20 minutes without being greeted. We made eye contact same short blonde server so I knew she saw us. She went far pointing us out her coworkers, still didn't greet us, picked up her phone and started texting. We proceeded sit another couple minutes without being acknowledged. Someone finally came up say hi, asked us how we were doing tonight and I told her 'well we've been sitting here 20 minutes without any service.' She told me 'I'm sorry I'm only one serving tonight.' Haha ummm whaaaa. Oh so when your coworkers cut, stop working? You don't know what teamwork  I've worked restaurants 10 years and I've never treated anyone way I treated tonight. WHAT SHAME PUTNEYS. My OG watering hole has gone hell garbage, rude, lazy, servers."
"2.0","Bad","Scheduled an appointment, drove 40 minutes get  Salon next discount liquor store and apartment buildings some sketchy characters roaming around. Walked building and went upstairs get salon, which I expected smell like fresh hair products and dye whatever. Instead smelled like my grandmothers closet. woman I scheduled did actually show up, so lady going cut my hair and make her other appointment wait 30 minutes her work me.  I don't blame her, I decided leave. I have long layered hair, and she thought 30 minutes gonna do  can't quality her work. And I didn't want someone else just waiting me! And entire ambiance just questionable say least. Cut hair floor everywhere. Nothing like I imagined other people's reviews. She did give me $5 off my next visit try and make up which nice, I doubt I'll returning. 

One star having drive all way here and having my stylist bale me. Second star sweet lady trying make up "
"5.0","Good","Glad able go out lunch and support local. Tables separated plastic and all staff wear masks. Great restaurant and margaritas!"
"1.0","Bad","worst complex and worst customer service. I have summited several work orders water heater. has gotten progressively worse now I have hot water. improperly installed dish washer and refuse fix after submitting work orders and speaking and writing emails. avail!! company said run Blue Stone properties let you directly speak corporate. also very unsafe, I have police outside my building every other morning. explanation management. Whoever owners trying sell property maybe explains lack accountability and communication. mention nasty debris left breezeway. so nasty you embarrassed have company over. I lived here over 12 years and do care one bit, keep sending me lawyers after I have paid.. have caused me
Emotional distress.. please avoid place!! Especially you want peace where you lay your head!! Bluestone management and current management heartless!!"
"5.0","Good","Found place accident. good crash ! fresh ingredients wood fired oven made my pizza best I have ever eaten! Made right front me pizza bar author nothing short genius ! experience so good I convinced group I (26 us) try place next day. I think we ordered every kind pizza menu. way anchovy pizza / my favorite :) and some my friends really enjoyed beverage selection you get my drift!
rare have fresh mozzarella used pizza - s just seen where I'm too often."
"3.0","Average","Ok, first my rating based my expectations.  I expecting bar like atmosphere and s what   

MY PROS:  Staff great, beer good, lot different beers try here. 
  
MY CONS: More kids than adults here. (Literally 6 kids playing games tables).  Felt more like juice bar.  And too expensive sit and have few beers.  

may great place some, s small and apparently place bring your kids while you drink $8 beers, far place me and some friends drink, hang out and shoot shit really doesn't work."
"5.0","Good","Amazing delicious food Moracco's cuisine I love much place clean and tidy excellent service good food ingredients amazing taste thank you"
"5.0","Good","place had really nice atmosphere, focal point being tree middle bat hanging jars full faux fireflies! 

had nice beer selection and very delicious pizza can flambeed few dollars extra giving pleasant char. 

Flaming pizza and fireflies--need I say more?"
"1.0","Bad","Pretty much racist company.. .1 star before I even posted.  You guys do great job making everyone feel welcome you white.  Thanks being so open minded about things you pieces s....FYI I'm liberal.  s awesome when you one singled out when same moment someone doing same thing white.  Awesome how you treat your customers like pieces s... because race."
"5.0","Good","What Oscars Hollywood and what Tony Awards Broadway, Brigtsen's New Orleans! jewel atop crown NOLA's finest eateries. miss 'lil spot Uptown, away French Quarter, miss finest city has offer."
"5.0","Good","Alina best server! She so attentive and friendly and food delicious. I'll definitely coming back"
"1.0","Bad","I totally agree Kym, who had bad experience.  people depend mall traffic.  Don't waste your money.  I went Sunday afternoon mani-pedi my natural nails.  tempted me sugar scrub my feet and tech only put my legs even though I asked her use my feet...$2.00 wasted.  Monday noon, every single one my nails chipped and Tuesday, my nails were hideous!! (I kept so I could show them how bad looked) I called and complained and after some pleading agreed redo my fingernails...just once.  I went after work without my own polish, which I used Sunday.  REFUSED TO REDO MY NAILS AFTER I GOT THERE!!!!  told me I should expect my natural nails chip one day after manicure.  out theIr minds!!  I have had manicures last full week when I go Elegant Nails Ridge Pike next Outback Steak House Conshohocken.  DON'T GO TO PRO NAILERY!  don't treat people kindly and like Kym said, rude and do HORRIBLE work."
"1.0","Bad","DO  NOT BUY CAR HERE! Bought car here and second day i got check engine light went i told them and took fix told
me changed part and fixed really  everytime i took theyd just clear code. So i decided take chevy see and turns out engine and when i have warranty people who Riz ride 4 you had me pay tell me eben though engine covered since can tell its  pre existing issue cant cover meaning an issue prior me buying  And when i call Riz (car salesmen who sold car me) Hes rude and tells me ""youre big girl youll figure out"" knowing what he had done. I feel bad because i referred two my friends and purchased car out right cash and 2 weeks later started having issues and now wont even run. people sell lemons and very disrespectful. SAVE YOUR MONEY cause now im stuck car payment 18,000 left and and messed up engine which costs 8,000. So sad how cruel world and people who "
"1.0","Bad","So sad steakhouse can cook steak ro customer request.  I like mine cooked medium well and waitress tried sliders came out medium beat and when she put them back came out cooked better.  Seemed like put buns under heat lamp since bread toasted and meat warm.  you do want cook your selections more than medium just let your guests know.  appreciate honesty"
"4.0","Good","Hey y'all...... we were down Nashville and saw restaurant near grand Old Opryland and we  decided give try.  All I can say bring your appetite.  We ordered family style which consisted fried chicken ribs and catfish which included green beans macaroni and cheese and cream corn.  Before our dinner even came out..... brought out garlic butter cheese biscuits simply were delicious.  wasn't enough peach flavored sweet tea topped all off. 
you're looking some down-home cooking and you're hungry please stop ....Dessert included too......cake, banana pudding, etc.  Glad we stopped."
"4.0","Good","Great place quick lunch healthy options. I had grilled fish tacos, and were fresh and prepared quickly. 

side grilled asparagus prepared well; I chose jalapeño corn my second side and while had nice flavor (little heat, too spicy) consistency left little desired. little gelatinous and would pick different side next time.

I'd definitely come back try out other entrees seems like nice place get something other than standard heavy fast food fare. I ordered person and my wait tacos and two sides only about 8-10 min (around 1:30 pm)."
"5.0","Good","I went location inside ROC and delighted set up and how sweet staff  Jenna helped me pick my drink and super easy talk while she made  I would recommend coffee and range flavors sure offer something everyone you visit "
"1.0","Bad","I am still just so disappointed business, do take your expensive car here any major issues!"
"4.0","Good","Never been massage spot like .. Being LA I am used go nail salons and get foot massage thrre... So pretty cool!!! Def loved !!"
"2.0","Bad","I've been here twice so far and haven't been able find anything appeals me, which unusual consignment shop.  Most items seemed very low quality, although prices were okay and great. I didn't really see any brand names note vintage pieces, and also seemed lack good quality basics.   clothing, while somewhat abundant and well organized, really seemed more suitable thrift store (many which I also frequent); however, I am rating relative other consignment shops and thrift stores.   what you can find here you would probably better off going Second Image, Sunshine Thrift Thrift City USA-- all which have better pricing same level quality."
"2.0","Bad","years, Embassy Suites has been my favorite hotel. Over past few years, I have been disappointed every Embassy Suite. quality service has gone down. During my stay location, aroma marijuana very strong when I got off elevator. aroma strong Embassy Suite Atlanta well. Lately, housekeeping providing enough towels and wash clothes. my reservation, says three people. We get room, only two towels and two wash clothes. I called front desk and brought extra towels and wash clothes immediately.  housekeeping should read reservation and make sure putting enough towels and wash clothes each room. Now, what upset me most unclean refrigerator. I had food I wanted put refrigerator, could because dirty. I got ice machine and kept my food cooler. COVID wasn't an issue, I would have requested another room. I had already cleaned and disinfected my room. My last issue bedding sofa bed. bedding sofa bed. Had wait while them bring bedding. bedding should have been room. only king bed and three adults. Now, I must say front desk staff very polite. breakfast ok due COVID.  I'm hoping corporate reads and try correct issues."
"3.0","Average","Tried ot place because I needed new place pedicures and wasn't very impressed.  My daughter got princess manicure and pedicure and her nails came out better than mine."
"5.0","Good","Professional, careful and friendly.
We have used PhilaGorilla twice and had great experience both times. most recent move, Ryan, and Wes took very good care us. arrived time, communicated well, were super respectful our belongings and took great care them and old & new house (freshly painted walls) set everything just where we wanted  even wrapped and moved very large, fragile and antique heirloom great care. 
work hard aware time and therefore price/value. Highly recommended."
"3.0","Average","cute Italian restaurant located an old house.    have nice shady outdoor patio too.   Food standard southern Italian fare, also have decent steak selection."
"5.0","Good","restaurant had very friendly and efficient staff. My husband and son were skeptical, having never been here. time we left, were already making plans come back lunch buffet. Every item we ordered fresh, hot and super tasty. We ordered six total meals, appetizers and lots naan bread. Each item delicious and perfectly prepared. server very friendly and took care things like refills before we even had ask. I fully recommend!"
"1.0","Bad","My boyfriend and I moved yesterday and we've already killed least 50 roaches, exaggerating."
"3.0","Average","Absolutely love place and bowls amazing, worker named Rita very rude cash register. She seemed annoyed my friend group large and rude all us."
